,price,title
0,"   por R$ 4.499,10 à vista (10% de desconto)      ou R$ 4.999,00 em 10x de R$ 499,90 sem juros ","Smartphone Samsung Galaxy S10 128GB Branco 4G - 8GB RAM Tela 6,1” Câm. Tripla + Selfie 10MP - Galaxy S10 - Magazine Luiza"
1,"   por R$ 4.949,10 à vista (10% de desconto)      ou R$ 5.499,00 em 12x de R$ 458,25 sem juros ","Smartphone Samsung Galaxy S10+ 128GB Preto 4G - 8GB RAM Tela 6,4” Câm. Tripla + Selfie Dupla - Galaxy S10+ - Magazine Luiza"
2,"   por R$ 3.869,10 à vista (10% de desconto)      ou R$ 4.299,00 em 10x de R$ 429,90 sem juros ","Smartphone Samsung Galaxy S10e 128GB Branco 4G  - 6GB RAM Tela 5,8” Câm. Dupla + Selfie 10MP - Galaxy S10e - Magazine Luiza"
3,"   por R$ 4.949,10 à vista (10% de desconto)      ou R$ 5.499,00 em 12x de R$ 458,25 sem juros ","Smartphone Samsung Galaxy S10+ 128GB Azul 4G  - 8GB RAM Tela 6,4” Câm. Tripla + Selfie Dupla - Galaxy S10+ - Magazine Luiza"
4,"   por R$ 4.949,10 à vista (10% de desconto)      ou R$ 5.499,00 em 12x de R$ 458,25 sem juros ","Smartphone Samsung Galaxy S10+ 128GB Branco 4G - 8GB RAM Tela 6,4” Câm. Tripla + Selfie Dupla - Galaxy S10+ - Magazine Luiza"
5,"   por R$ 4.499,10 à vista (10% de desconto)      ou R$ 4.999,00 em 10x de R$ 499,90 sem juros ","Smartphone Samsung Galaxy S10 128GB Preto 4G - 8GB RAM Tela 6,1” Câm. Tripla + Selfie 10MP - Galaxy S10 - Magazine Luiza"
6,"   por R$ 3.869,10 à vista (10% de desconto)      ou R$ 4.299,00 em 10x de R$ 429,90 sem juros ","Smartphone Samsung Galaxy S10e 128GB Preto 4G  - 6GB RAM Tela 5,8” Câm. Dupla + Selfie 10MP - Galaxy S10e - Magazine Luiza"
7,"   por R$ 3.869,10 à vista (10% de desconto)      ou R$ 4.299,00 em 10x de R$ 429,90 sem juros ","Smartphone Samsung Galaxy S10e 128GB Azul 4G - 6GB RAM Tela 5,8” Câm. Dupla + Selfie 10MP - Galaxy S10e - Magazine Luiza"
8,"   por R$ 3.869,10 à vista (10% de desconto)      ou R$ 4.299,00 em 10x de R$ 429,90 sem juros ","Smartphone Samsung Galaxy S10e 128GB Amarelo 4G  - 6GB RAM Tela 5,8” Câm. Dupla + Selfie 10MP - Galaxy S10e - Magazine Luiza"
9," de R$ 4.299,00   por R$ 2.519,10 à vista (10% de desconto)      ou R$ 2.799,00 em 10x de R$ 279,90 sem juros ",Smartphone Samsung Galaxy S9 128GB Preto 4G - Câm. 12MP + Selfie 8MP Tela 5.8” Quad HD Octa Core - Galaxy S9 e S9+ - Magazine Luiza
10," de R$ 4.299,00   por R$ 2.519,10 à vista (10% de desconto)      ou R$ 2.799,00 em 10x de R$ 279,90 sem juros ",Smartphone Samsung Galaxy S9 128GB Ultravioleta 4G - Câm. 12MP + Selfie 8MP Tela 5.8” Quad HD Octa Core - Galaxy S9 e S9+ - Magazine Luiza
11," de R$ 4.899,00   por R$ 2.879,10 à vista (10% de desconto)      ou R$ 3.199,00 em 10x de R$ 319,90 sem juros ",Smartphone Samsung Galaxy S9+ 128GB Ultravioleta - Câm. 12MP + Selfie 8MP Tela 6.2” Quad HD Octa Core - Galaxy S9 e S9+ - Magazine Luiza
12," de R$ 4.899,00   por R$ 2.879,10 à vista (10% de desconto)      ou R$ 3.199,00 em 10x de R$ 319,90 sem juros ",Smartphone Samsung Galaxy S9+ 128GB Cinza 4G - Câm. 12MP + Selfie 8MP Tela 6.2” Quad HD Octa Core - Galaxy S9 e S9+ - Magazine Luiza
13," de R$ 4.899,00   por R$ 2.879,10 à vista (10% de desconto)      ou R$ 3.199,00 em 10x de R$ 319,90 sem juros ","Smartphone Samsung Galaxy S9+ 128GB Azul Dual Chip - 4G Câm. 12MP e 12MP + Selfie 8MP Tela 6,2” - Galaxy S9 e S9+ - Magazine Luiza"
14," de R$ 4.299,00   por R$ 2.519,10 à vista (10% de desconto)      ou R$ 2.799,00 em 10x de R$ 279,90 sem juros ","Smartphone Samsung Galaxy S9 128GB Azul Dual Chip - 4G Câm. 12MP + Selfie 8MP Tela 5,8” Quad HD+ - Galaxy S9 e S9+ - Magazine Luiza"
15," de R$ 4.399,00   por R$ 2.825,91 à vista (10% de desconto)      ou R$ 3.139,90 em 10x de R$ 313,99 sem juros ",Smartphone Samsung Galaxy S8+ 64GB Preto Dual Chip - 4G Câm. 12MP + Selfie 8MP Tela 6.2” Quad HD - Galaxy S8 e S8+ - Magazine Luiza
16," de R$ 4.399,00   por R$ 3.509,91 à vista (10% de desconto)      ou R$ 3.899,90 em 10x de R$ 389,99 sem juros ",Smartphone Samsung Galaxy S8+ 64GB Ametista - Dual Chip 4G Câm. 12MP + Selfie 8MP Tela 6.2” - Galaxy S8 e S8+ - Magazine Luiza
17," de R$ 4.399,00   por R$ 3.194,91 à vista (10% de desconto)      ou R$ 3.549,90 em 10x de R$ 354,99 sem juros ",Smartphone Samsung Galaxy S8+ 64GB Prata Dual Chip - 4G Câm. 12MP + Selfie 8MP Tela 6.2” Quad HD - Galaxy S8 e S8+ - Magazine Luiza
