price;title;de_price;por_price;a_vista;desconto_a_vista;num_parcelas;valor_parcela;format_title;manufacturer;espaco_armazenamento;modelo;cor
 de R$ 1599,00   por R$ 1319,12 ’‘’_ vista (12% de desconto)      ou R$ 1499,00 em 10x de R$ 149,90 sem juros ;Smartphone Motorola G7 64GB Polar 4G - 4GB RAM Tela 6,24Î_’_Îù C’‘Î¢m. Dupla + C’‘Î¢m. Selfie 8MP - Moto G7 - Magazine Luiza;1599;1319,12;True;12% de desconto; 10x ;149,9;"G7 64GB Polar 4G - 4GB RAM Tela 6,24"" C‰m. Dupla + C‰m. Selfie 8MP - Moto G7 ";Motorola;64GB;Moto G7;Polar
 de R$ 2249,00   por R$ 1610,91 ’‘’_ vista (10% de desconto)      ou R$ 1789,90 em 10x de R$ 178,99 sem juros ;Smartphone Asus ZenFone 5 64GB Preto 4G Octa Core - 4GB RAM Tela 6,2Î_’_Îù C’‘Î¢m. 12MP + 8MP + Selfie 8MP - Zenfone - Magazine Luiza;2249;1610,91;True;10% de desconto; 10x ;178,99;"ZenFone 5 64GB Preto 4G Octa Core - 4GB RAM Tela 6,2"" C‰m. 12MP + 8MP + Selfie 8MP - Zenfone ";Asus;64GB;Zenfone 5;Preto
 de R$ 2499,00   por R$ 1826,91 ’‘’_ vista (10% de desconto)      ou R$ 2029,90 em 10x de R$ 202,99 sem juros ;Smartphone Asus ZenFone 5 128GB Prata 4G Octa Core - 4GB RAM Tela 6,2Î_’_Îù C’‘Î¢m. 12MP + 8MP + Selfie 8MP - Zenfone - Magazine Luiza;2499;1826,91;True;10% de desconto; 10x ;202,99;"ZenFone 5 128GB Prata 4G Octa Core - 4GB RAM Tela 6,2"" C‰m. 12MP + 8MP + Selfie 8MP - Zenfone ";Asus;128GB;Zenfone 5;Prata
 de R$ 2499,00   por R$ 1799,10 ’‘’_ vista (10% de desconto)      ou R$ 1999,00 em 10x de R$ 199,90 sem juros ;Smartphone Asus ZenFone 5 128GB Preto 4G Octa Core - 4GB RAM Tela 6,2Î_’_Îù C’‘Î¢m. 12MP + 8MP + Selfie 8MP - Zenfone - Magazine Luiza;2499;1799,1;True;10% de desconto; 10x ;199,9;"ZenFone 5 128GB Preto 4G Octa Core - 4GB RAM Tela 6,2"" C‰m. 12MP + 8MP + Selfie 8MP - Zenfone ";Asus;128GB;Zenfone 5;Preto
 de R$ 3399,00   por R$ 2501,91 ’‘’_ vista (10% de desconto)      ou R$ 2779,90 em 10x de R$ 277,99 sem juros ;Smartphone Asus Zenfone 5Z 128GB Preto 4G - 6GB RAM Tela 6,2Î_’_Îù C’‘Î¢m 12MP + 8MP Selfie 8MP - Zenfone - Magazine Luiza;3399;2501,91;True;10% de desconto; 10x ;277,99;"Zenfone 5Z 128GB Preto 4G - 6GB RAM Tela 6,2"" C‰m 12MP + 8MP Selfie 8MP - Zenfone ";Asus;128GB;Zenfone 5Z;Preto
 de R$ 3899,00   por R$ 2825,91 ’‘’_ vista (10% de desconto)      ou R$ 3139,90 em 10x de R$ 313,99 sem juros ;Smartphone Asus Zenfone 5Z 256GB Preto 4G - 8GB RAM Tela 6,2Î_’_Îù C’‘Î¢m. 12MP + 8MP + Selfie 8MP - Zenfone - Magazine Luiza;3899;2825,91;True;10% de desconto; 10x ;313,99;"Zenfone 5Z 256GB Preto 4G - 8GB RAM Tela 6,2"" C‰m. 12MP + 8MP + Selfie 8MP - Zenfone ";Asus;256GB;Zenfone 5Z;Preto
 de R$ 1499,00   por R$ 1079,10 ’‘’_ vista (10% de desconto)      ou R$ 1199,00 em 10x de R$ 119,90 sem juros ;Smartphone Asus ZenFone Max Pro (M1) 32GB Preto 4G - 3GB RAM Tela 6Î_’_Îù C’‘Î¢m. 13MP + 5MP + Selfie 8MP - Zenfone - Magazine Luiza;1499;1079,1;True;10% de desconto; 10x ;119,9;"ZenFone Max Pro (M1) 32GB Preto 4G - 3GB RAM Tela 6"" C‰m. 13MP + 5MP + Selfie 8MP - Zenfone ";Asus;32GB;Zenfone Max Pro M1;Preto
 de R$ 1499,00   por R$ 1115,91 ’‘’_ vista (10% de desconto)      ou R$ 1239,90 em 10x de R$ 123,99 sem juros ;Smartphone Asus ZenFone Max Pro (M1) 32GB Prata 4G - 3GB RAM Tela 6Î_’_Îù C’‘Î¢m. 13MP + 5MP + Selfie 8MP - Zenfone - Magazine Luiza;1499;1115,91;True;10% de desconto; 10x ;123,99;"ZenFone Max Pro (M1) 32GB Prata 4G - 3GB RAM Tela 6"" C‰m. 13MP + 5MP + Selfie 8MP - Zenfone ";Asus;32GB;Zenfone Max Pro M1;Prata
   por R$ 1215,90      em 10x de R$ 121,59 sem juros ;Smartphone Asus Zenfone Max Pro M1 64Gb/4Gb Preto - ZB602KL-4A136BR - Zenfone - Magazine Luiza;   ;1215,9;False;; 10x ;121,59;Zenfone Max Pro M1 64Gb/4Gb Preto - ZB602KL-4A136BR - Zenfone ;Asus;;Zenfone Max Pro M1;Preto
   por R$ 1215,90      em 10x de R$ 121,59 sem juros ;Smartphone Asus Zenfone Max Pro M1 64GB/4GB, Octa-Core, Tela 6.0 Pol. + C’‘Î¢mera Dual 16MP+5MP - Prata - Zenfone - Magazine Luiza;   ;1215,9;False;; 10x ;121,59;Zenfone Max Pro M1 64GB/4GB, Octa-Core, Tela 6.0 Pol. + C‰mera Dual 16MP+5MP - Prata - Zenfone ;Asus;64GB;Zenfone Max Pro M1;Prata
 de R$ 1699,00   por R$ 1319,00      em 10x de R$ 131,90 sem juros ;Smartphone Asus Zenfone Max Pro M1 64GB/4GB Dual Chip Android Tela Fhd 6.0Î_’_Îù+ 4G C’‘Î¢mera Dual 16MP+5MP - Zenfone - Magazine Luiza;1699;1319;False;; 10x ;131,9;"Zenfone Max Pro M1 64GB/4GB Dual Chip Android Tela Fhd 6.0""+ 4G C‰mera Dual 16MP+5MP - Zenfone ";Asus;64GB;Zenfone Max Pro M1;Preto
 de R$ 899,00   por R$ 719,91 ’‘’_ vista (10% de desconto)      ou R$ 799,90 em 10x de R$ 79,99 sem juros ;Smartphone Samsung Galaxy J4 Core 16GB Azul 4G - Quad Core 1GB RAM Tela 6Î_’_Îù C’‘Î¢m. 8MP + Selfie 5MP - Galaxy J4 Core - Magazine Luiza;899;719,91;True;10% de desconto; 10x ;79,99;"Galaxy J4 Core 16GB Azul 4G - Quad Core 1GB RAM Tela 6"" C‰m. 8MP + Selfie 5MP - Galaxy J4 Core ";Samsung;16GB;Galaxy J4 Core;Azul
 de R$ 899,00   por R$ 629,00      em 10x de R$ 62,90 sem juros ;Smartphone Samsung Galaxy J4 Core 16GB Nano Chip Android Tela 6Î_’_Îù Quad-Core 1.4GHz 4G C’‘Î¢mera 8MP - Galaxy J4 Core - Magazine Luiza;899;629;False;; 10x ;62,9;"Galaxy J4 Core 16GB Nano Chip Android Tela 6"" Quad-Core 1.4GHz 4G C‰mera 8MP - Galaxy J4 Core ";Samsung;16GB;Galaxy J4 Cor;Cobre
 de R$ 1099,00   por R$ 854,91 ’‘’_ vista (10% de desconto)      ou R$ 949,90 em 10x de R$ 94,99 sem juros ;Smartphone Samsung Galaxy J4+ 32GB Rosa 4G - 2GB RAM Tela 6Î_’_Îù C’‘Î¢m. 13MP + C’‘Î¢m. Selfie 5MP - Galaxy J4 Plus - Magazine Luiza;1099;854,91;True;10% de desconto; 10x ;94,99;"Galaxy J4+ 32GB Rosa 4G - 2GB RAM Tela 6"" C‰m. 13MP + C‰m. Selfie 5MP - Galaxy J4 Plus ";Samsung;32GB;Galaxy J4+;Rosa
 de R$ 1899,00   por R$ 1259,10 ’‘’_ vista (10% de desconto)      ou R$ 1399,00 em 10x de R$ 139,90 sem juros ;Smartphone Samsung Galaxy J8 64GB Violeta 4G - 4GB RAM Tela 6Î_’_Îù C’‘Î¢m. 16MP + 5MP + Selfie 16MP - Galaxy J8 - Magazine Luiza;1899;1259,1;True;10% de desconto; 10x ;139,9;"Galaxy J8 64GB Violeta 4G - 4GB RAM Tela 6"" C‰m. 16MP + 5MP + Selfie 16MP - Galaxy J8 ";Samsung;64GB;Galaxy J8;Violeta
 de R$ 1899,00   por R$ 1259,10 ’‘’_ vista (10% de desconto)      ou R$ 1399,00 em 10x de R$ 139,90 sem juros ;Smartphone Samsung Galaxy J8 64GB Prata 4G - 4GB RAM Tela 6Î_’_Îù C’‘Î¢m. 16MP + 5MP + Selfie 16MP - Galaxy J8 - Magazine Luiza;1899;1259,1;True;10% de desconto; 10x ;139,9;"Galaxy J8 64GB Prata 4G - 4GB RAM Tela 6"" C‰m. 16MP + 5MP + Selfie 16MP - Galaxy J8 ";Samsung;64GB;Galaxy J8;Prata
 de R$ 899,00   por R$ 602,91 ’‘’_ vista (10% de desconto)      ou R$ 669,90 em 10x de R$ 66,99 sem juros ;Smartphone Samsung Galaxy J4 Core 16GB Cobre 4G - Quad Core 1GB RAM Tela 6Î_’_Îù C’‘Î¢m. 8MP + Selfie 5MP - Galaxy J4 Core - Magazine Luiza;899;602,91;True;10% de desconto; 10x ;66,99;"Galaxy J4 Core 16GB Cobre 4G - Quad Core 1GB RAM Tela 6"" C‰m. 8MP + Selfie 5MP - Galaxy J4 Core ";Samsung;16GB;Galaxy J4 Core;Cobre
 de R$ 1099,00   por R$ 737,91 ’‘’_ vista (10% de desconto)      ou R$ 819,90 em 10x de R$ 81,99 sem juros ;Smartphone Samsung Galaxy J4 32GB Preto - Dual Chip 4G C’‘Î¢m. 13MP + Selfie 5MP Flash - Samsung Galaxy - Magazine Luiza;1099;737,91;True;10% de desconto; 10x ;81,99;Galaxy J4 32GB Preto - Dual Chip 4G C‰m. 13MP + Selfie 5MP Flash -Galaxy ;Samsung;32GB;Galaxy J4;Preto
 de R$ 999,00   por R$ 899,90      em 10x de R$ 89,99 sem juros ;Smartphone Samsung Galaxy J7 Neo J701M Dual Chip Android 7.0 Tela 5.5 4G/Wi-Fi 13MP GPS e TV Dourado - Galaxy J7 Neo / J7 Metal - Magazine Luiza;999;899,9;False;; 10x ;89,99;Galaxy J7 Neo J701M Dual Chip Android 7.0 Tela 5.5 4G/Wi-Fi 13MP GPS e TV Dourado - Galaxy J7 Neo / J7 Metal ;Samsung;;Galaxy J7 Neo ;Dourado
 de R$ 1399,00   por R$ 1098,90      em 10x de R$ 109,89 sem juros ;Smartphone Samsung Galaxy J7 Prime Dual Chip Android 7.0 Tela 5,5Î_’_Îù 4G/Wi-Fi 13MP e GPS - Preto - Galaxy J7 Prime / J7 Pro - Magazine Luiza;1399;1098,9;False;; 10x ;109,89;"Galaxy J7 Prime Dual Chip Android 7.0 Tela 5,5"" 4G/Wi-Fi 13MP e GPS - Preto - Galaxy J7 Prime / J7 Pro ";Samsung;;Galaxy J7 Prime;Preto
 de R$ 1399,00   por R$ 1299,90      em 10x de R$ 129,99 sem juros ;Smartphone Samsung Galaxy J7 Prime G610M Dual Chip Android 7.0 Tela 5,5 4G/Wi-Fi 13MP GPS - Dourado - Galaxy J7 Prime / J7 Pro - Magazine Luiza;1399;1299,9;False;; 10x ;129,99;Galaxy J7 Prime G610M Dual Chip Android 7.0 Tela 5,5 4G/Wi-Fi 13MP GPS - Dourado - Galaxy J7 Prime / J7 Pro ;Samsung;;Galaxy J7 Prime;Dourado
   por R$ 1999,00      em 10x de R$ 199,90 sem juros ;Smartphone Samsung Galaxy J7 Prime 2 Preto 32GB Dual Chip com TV Digital HD Tela 5.5Î_’_Îù Camera 13MP - Galaxy J7 Prime / J7 Pro - Magazine Luiza;   ;1999;False;; 10x ;199,9;"Galaxy J7 Prime 2 Preto 32GB Dual Chip com TV Digital HD Tela 5.5"" Camera 13MP - Galaxy J7 Prime / J7 Pro ";Samsung;32GB;Galaxy J7 Prime;Preto
 de R$ 999,00   por R$ 977,90      em 10x de R$ 97,79 sem juros ;Smartphone Samsung J5 Pro J530G 32GB Desbloqueado Dual Chip. Tela 5.2Î_’_Îù. 4G/Wi-Fi e 13MP - Dourado - Galaxy J5 Prime / J5 Pro - Magazine Luiza;999;977,9;False;; 10x ;97,79;"J5 Pro J530G 32GBDual Chip. Tela 5.2"". 4G/Wi-Fi e 13MP - Dourado - Galaxy J5 Prime / J5 Pro ";Samsung;32GB;J5 Pro;Dourado
 de R$ 1262,11   por R$ 1199,00      em 10x de R$ 119,90 sem juros ;Smartphone Samsung Galaxy J-5 Pr’‘_ 32GB Dual Chip Tela 5.2 Android 7.0 C’‘Î¢mera 13MP - Samsung celular - Galaxy J5 Prime / J5 Pro - Magazine Luiza;1262,11;1199;False;; 10x ;119,9;Galaxy J-5 Pro 32GB Dual Chip Tela 5.2 Android 7.0 C‰mera 13MP -celular - Galaxy J5 Prime / J5 Pro ;Samsung;32GB;Galaxy J5 Prime;
   por R$ 999,90      em 10x de R$ 99,99 sem juros ;Smartphone Samsung Galaxy J7 Neo J701M Dual Chip Android 7.0 Tela 5.5 4G/Wi-Fi 13MP GPS e TV Preto - Galaxy J7 Neo / J7 Metal - Magazine Luiza;   ;999,9;False;; 10x ;99,99;Galaxy J7 Neo J701M Dual Chip Android 7.0 Tela 5.5 4G/Wi-Fi 13MP GPS e TV Preto - Galaxy J7 Neo / J7 Metal ;Samsung;;Galaxy J7 Neo;Preto
 de R$ 799,00   por R$ 624,00      em 10x de R$ 62,40 sem juros ;Smartphone Samsung Galaxy J2 Prime Dual Chip Android 6.0.1 Tela 5Î_’_Îù Quad-Core 1.4 GHz 16GB 4G C’‘Î¢mera 8MP - Preto - Galaxy J2 Prime - Magazine Luiza;799;624;False;; 10x ;62,4;"Galaxy J2 Prime Dual Chip Android 6.0.1 Tela 5"" Quad-Core 1.4 GHz 16GB 4G C‰mera 8MP - Preto - Galaxy J2 Prime ";Samsung;16GB;Galaxy J2 Prime;Preto
 de R$ 790,99   por R$ 647,99      em 10x de R$ 64,80 sem juros ;Smartphone Samsung Galaxy J2 Prime TV - Tela 5Î_’_Îù HD, Quad Core, C’‘Î¢mera 8MP e Flash Frontal, 16GB, Dual Chip 4G - Rosa - SM-G532MT - Smartphone - Magazine Luiza;790,99;647,99;False;; 10x ;64,8;"Galaxy J2 Prime TV - Tela 5"" HD, Quad Core, C‰mera 8MP e Flash Frontal, 16GB, Dual Chip 4G - Rosa - SM-G532MT -";Samsung;16GB;Galaxy J2 Prime TV;Rosa
 de R$ 817,99   por R$ 669,99      em 10x de R$ 67,00 sem juros ;Smartphone Samsung Galaxy J2 Pro - Tela 5Î_’_Îù Super AMOLED - 16GB - Dual Chip - Camera 8MP - Rosa - SM-J250 - Smartphone - Magazine Luiza;817,99;669,99;False;; 10x ;67;"Galaxy J2 Pro - Tela 5"" Super AMOLED - 16GB - Dual Chip - Camera 8MP - Rosa - SM-J250 -";Samsung;16GB;Galaxy J2 Pro;Rosa
   por R$ 748,00      em 8x de R$ 93,50 sem juros ;Smartphone LG Q6 32GB Dual Chip 4G Tela 5.5 Full Hd+ Octacore C’‘Î¢mera 13MP - Preto - LG Q6 / Q6+ - Magazine Luiza;   ;748;False;; 8x ;93,5;Q6 32GB Dual Chip 4G Tela 5.5 Full Hd+ Octacore C‰mera 13MP - Preto -Q6 / Q6+ ;LG;32GB;Q6;Preto
   por R$ 748,00      em 8x de R$ 93,50 sem juros ;Smartphone LG Q6 32GB Dual Chip 4G Tela 5.5 Full Hd+ Octacore C’‘Î¢mera 13MP - Rose Gold - LG Q6 / Q6+ - Magazine Luiza;   ;748;False;; 8x ;93,5;Q6 32GB Dual Chip 4G Tela 5.5 Full Hd+ Octacore C‰mera 13MP - Rose Gold -Q6 / Q6+ ;LG;32GB;Q6;Rose Gold
   por R$ 748,00      em 8x de R$ 93,50 sem juros ;Smartphone LG Q6 Dual Chip Android 7.0 Tela 5.5 Full Hd+ Octacore 32GB 4G C’‘Î¢mera 13MP - Platinum - LG Q6 / Q6+ - Magazine Luiza;   ;748;False;; 8x ;93,5;Q6 Dual Chip Android 7.0 Tela 5.5 Full Hd+ Octacore 32GB 4G C‰mera 13MP - Platinum -Q6 / Q6+ ;LG;32GB;Q6;Platinum
 de R$ 1999,00   por R$ 1214,91 ’‘’_ vista (10% de desconto)      ou R$ 1349,90 em 10x de R$ 134,99 sem juros ;Smartphone LG Q7+ 64GB Preto 4G Octa Core 4GB RAM - Tela 5,5Î_’_Îù C’‘Î¢m. 16MP + Selfie 5MP Dual Chip - Celular LG - Magazine Luiza;1999;1214,91;True;10% de desconto; 10x ;134,99;"Q7+ 64GB Preto 4G Octa Core 4GB RAM - Tela 5,5"" C‰m. 16MP + Selfie 5MP Dual Chip - Celular";LG;64GB;Q7+;Preto
 de R$ 3999,00   por R$ 2699,91 ’‘’_ vista (10% de desconto)      ou R$ 2999,90 em 10x de R$ 299,99 sem juros ;Smartphone LG G7 ThinQ 64GB Preto 4G Octa Core - 4GB RAM Tela 6,1Î_’_Îù C’‘Î¢m. 16MP e 16MP Selfie 8MP - LG G7 - Magazine Luiza;3999;2699,91;True;10% de desconto; 10x ;299,99;"G7 ThinQ 64GB Preto 4G Octa Core - 4GB RAM Tela 6,1"" C‰m. 16MP e 16MP Selfie 8MP -G7 ";LG;64GB;G7 ThinQ;Preto
 de R$ 3629,89   por R$ 3299,90      em 10x de R$ 329,99 sem juros ;Smartphone LG G7 Thinq Preto,LMG710  Android 8.0 Tela 6.1Î_’_Îù 64GB C’‘Î¢mera 16 + 16MP (Dual Traseira) - LG G7 - Magazine Luiza;3629,89;3299,9;False;; 10x ;329,99;"G7 Thinq Preto,LMG710Android 8.0 Tela 6.1"" 64GB C‰mera 16 + 16MP (Dual Traseira) -G7 ";LG;64GB;G7 Thinq;Preto
 de R$ 999,00   por R$ 959,00      em 10x de R$ 95,90 sem juros ;Smartphone Motorola Moto G7 Play 32GB 2GB OctaCore 1.8GHz 5.7Î_’_Îù 13MP 8MP Android 9.0, Ouro - Moto G7 Play - Magazine Luiza;999;959;False;; 10x ;95,9;"Moto G7 Play 32GB 2GB OctaCore 1.8GHz 5.7"" 13MP 8MP Android 9.0, Ouro - Moto G7 Play ";Motorola;32GB;Moto G7 Play;Ouro
   por R$ 898,00      em 8x de R$ 112,25 sem juros ;Smartphone Motorola Moto G7 Play 32GB Tela 5.7 Octa core 1.8 GHz C’‘Î¢mera Traseira 13MP - ’‘Îçndigo - Moto G7 Play - Magazine Luiza;   ;898;False;; 8x ;112,25;Moto G7 Play 32GB Tela 5.7 Octa core 1.8 GHz C‰mera Traseira 13MP - ëndigo - Moto G7 Play ;Motorola;32GB;Moto G7 Play;Indigo
 de R$ 1019,00   por R$ 898,00      em 6x de R$ 149,67 sem juros ;Smartphone motorola xt1952 moto g7 play indigo 32 gb - Moto G7 Play - Magazine Luiza;1019;898;False;; 6x ;149,67;Moto G7 Play Indigo 32 GB - Moto G7 Play ;Motorola;;Moto G7 Play;Indigo
   por R$ 999,25      em 2x de R$ 499,63 sem juros ;Smartphone Motorola Moto G7 Play Xt1952 32gb 13mp ’‘Îçndigo - Moto G7 Play - Magazine Luiza;   ;999,25;False;; 2x ;499,63;Moto G7 Play Xt1952 32gb 13mp ëndigo - Moto G7 Play ;Motorola;;Moto G7 Play;Indigo
   por R$ 898,00      em 8x de R$ 112,25 sem juros ;Smartphone Motorola Moto G7 Play 32GB Tela 5.7 Octa core 1.8 GHz C’‘Î¢mera Traseira 13MP - Ouro - Moto G7 Play - Magazine Luiza;   ;898;False;; 8x ;112,25;Moto G7 Play 32GB Tela 5.7 Octa core 1.8 GHz C‰mera Traseira 13MP - Ouro - Moto G7 Play ;Motorola;32GB;Moto G7 Play;Ouro
 de R$ 1049,00   por R$ 859,00      em 10x de R$ 85,90 sem juros ;Smartphone Motorola XT1952-2 Moto G7 Play 32GB Dual Chip Android Pie - 9.0 - Moto G7 Play - Magazine Luiza;1049;859;False;; 10x ;85,9;XT1952-2 Moto G7 Play 32GB Dual Chip Android Pie - 9.0 - Moto G7 Play ;Motorola;32GB;Moto G7 Play;
 de R$ 899,00   por R$ 710,91 ’‘’_ vista (10% de desconto)      ou R$ 789,90 em 10x de R$ 78,99 sem juros ;Smartphone Motorola Moto E5 16GB Platinum - Dual Chip 4G C’‘Î¢m 13MP + Selfie 5MP Flash Tela 5.7Î_’_Îù - Moto E5 - Magazine Luiza;899;710,91;True;10% de desconto; 10x ;78,99;"Moto E5 16GB Platinum - Dual Chip 4G C‰m 13MP + Selfie 5MP Flash Tela 5.7"" - Moto E5 ";Motorola;16GB;Moto E5;Platinum
 de R$ 1999,00   por R$ 1475,91 ’‘’_ vista (10% de desconto)      ou R$ 1639,90 em 10x de R$ 163,99 sem juros ;Smartphone Motorola Moto Z2 Play 64GB Ouro - Dual Chip 4G C’‘Î¢m. 12MP + Selfie 5MP Tela 5.5Î_’_Îù - Moto Z2 Play - Magazine Luiza;1999;1475,91;True;10% de desconto; 10x ;163,99;"Moto Z2 Play 64GB Ouro - Dual Chip 4G C‰m. 12MP + Selfie 5MP Tela 5.5"" - Moto Z2 Play ";Motorola;64GB;Moto Z2 Play;Ouro
   por R$ 1479,99      em 10x de R$ 148,00 sem juros ;smartphone motorola moto z2 play 64gb ouro - dual chip 4g c’‘Î¢m. 12mp + selfie 5mp tela 5.5 - Moto Z2 Play - Magazine Luiza;   ;1479,99;False;; 10x ;148;Motorola Moto Z2 Play 64GB Ouro - Dual Chip 4G C‰m. 12MP + Selfie 5MP Tela 5.5 - Moto Z2 Play ;Motorola;;Moto Z2 Play;Ouro
 de R$ 1829,90   por R$ 1679,90      em 3x de R$ 559,97 sem juros ;Smartphone Motorola Moto Z2 Play XT1710 Ouro com 64GB, Tela de 5.5, Dual Chip, C’‘Î¢mera 12MP, Android 7.1, Processador O - Mororola - Moto Z2 Play - Magazine Luiza;1829,9;1679,9;False;; 3x ;559,97;Moto Z2 Play XT1710 Ouro com 64GB, Tela de 5.5, Dual Chip, C‰mera 12MP, Android 7.1, Processador O - Mororola - Moto Z2 Play ;Motorola;64GB;Moto Z2 Play;Ouro
 de R$ 3899,90   por R$ 2834,10 ’‘’_ vista (10% de desconto)      ou R$ 3149,00 em 10x de R$ 314,90 sem juros ;iPhone 7 Apple 128GB Preto Matte 4G Tela 4.7Î_’_Îù - Retina C’‘Î¢m.12MP +Selfie 7MP iOS 11 Proc. Chip A10 - iPhone - Magazine Luiza;3899,9;2834,1;True;10% de desconto; 10x ;314,9;"iPhone 7128GB Preto Matte 4G Tela 4.7"" - Retina C‰m.12MP +Selfie 7MP iOS 11 Proc. Chip A10 - iPhone ";Apple;128GB;iPhone 7;Preto Matte
 de R$ 3499,90   por R$ 2474,10 ’‘’_ vista (10% de desconto)      ou R$ 2749,00 em 10x de R$ 274,90 sem juros ;iPhone 7 Apple 32GB Preto Matte 4G Tela 4.7Î_’_ÎùRetina - C’‘Î¢m. 12MP + Selfie 7MP iOS 11 Proc. Chip A10 - iPhone - Magazine Luiza;3499,9;2474,1;True;10% de desconto; 10x ;274,9;"iPhone 732GB Preto Matte 4G Tela 4.7""Retina - C‰m. 12MP + Selfie 7MP iOS 11 Proc. Chip A10 - iPhone ";Apple;32GB;iPhone 7;Preto Matte
 de R$ 3999,00   por R$ 3014,10 ’‘’_ vista (10% de desconto)      ou R$ 3349,00 em 10x de R$ 334,90 sem juros ;iPhone 8 Apple 64GB Cinza Espacial 4G Tela 4,7Î_’_Îù - Retina C’‘Î¢m. 12MP + Selfie 7MP iOS 11 - iPhone - Magazine Luiza;3999;3014,1;True;10% de desconto; 10x ;334,9;"iPhone 864GB Cinza Espacial 4G Tela 4,7"" - Retina C‰m. 12MP + Selfie 7MP iOS 11 - iPhone ";Apple;64GB;iPhone 8;Cinza Espacial
 de R$ 4799,00   por R$ 3689,10 ’‘’_ vista (10% de desconto)      ou R$ 4099,00 em 10x de R$ 409,90 sem juros ;iPhone 8 Product (RED) Special Edition Apple 256GB - Vermelho 4G 4.7Î_’_Îù Retina C’‘Î¢mera 12MP + Selfie 7MP - iPhone - Magazine Luiza;4799;3689,1;True;10% de desconto; 10x ;409,9;"iPhone 8 Product (RED) Special Edition256GB - Vermelho 4G 4.7"" Retina C‰mera 12MP + Selfie 7MP - iPhone ";Apple;256GB;iPhone 8;Vermelho
 de R$ 3899,90   por R$ 2879,10 ’‘’_ vista (10% de desconto)      ou R$ 3199,00 em 10x de R$ 319,90 sem juros ;iPhone 7 Apple 128GB Dourado 4G Tela 4.7Î_’_Îù Retina - C’‘Î¢m. 12MP + Selfie 7MP iOS 11 Proc. Chip A10 - iPhone - Magazine Luiza;3899,9;2879,1;True;10% de desconto; 10x ;319,9;"iPhone 7128GB Dourado 4G Tela 4.7"" Retina - C‰m. 12MP + Selfie 7MP iOS 11 Proc. Chip A10 - iPhone ";Apple;128GB;iPhone 7;Dourado
 de R$ 3899,90   por R$ 2834,10 ’‘’_ vista (10% de desconto)      ou R$ 3149,00 em 10x de R$ 314,90 sem juros ;iPhone 7 Apple 128GB Ouro Rosa 4G Tela 4.7Î_’_Îù Retina - C’‘Î¢m. 12MP + Selfie 7MP iOS 11 Proc. Chip A10 - iPhone - Magazine Luiza;3899,9;2834,1;True;10% de desconto; 10x ;314,9;"iPhone 7128GB Ouro Rosa 4G Tela 4.7"" Retina - C‰m. 12MP + Selfie 7MP iOS 11 Proc. Chip A10 - iPhone ";Apple;128GB;iPhone 7;Ouro Rosa
 de R$ 4499,90   por R$ 3869,10 ’‘’_ vista (10% de desconto)      ou R$ 4299,00 em 10x de R$ 429,90 sem juros ;iPhone 7 Plus Apple 128GB Ouro Rosa 4G Tela 5.5Î_’_Îù - Retina C’‘Î¢m. 12MP + Selfie 7MP iOS 11 - iPhone - Magazine Luiza;4499,9;3869,1;True;10% de desconto; 10x ;429,9;"iPhone 7 Plus128GB Ouro Rosa 4G Tela 5.5"" - Retina C‰m. 12MP + Selfie 7MP iOS 11 - iPhone ";Apple;128GB;iPhone 7 Plus;Ouro Rosa
 de R$ 4499,90   por R$ 3869,10 ’‘’_ vista (10% de desconto)      ou R$ 4299,00 em 10x de R$ 429,90 sem juros ;iPhone 7 Plus Apple 128GB Prateado 4G Tela 5.5Î_’_Îù - Retina C’‘Î¢m. 12MP + Selfie 7MP iOS 10 - iPhone - Magazine Luiza;4499,9;3869,1;True;10% de desconto; 10x ;429,9;"iPhone 7 Plus128GB Prateado 4G Tela 5.5"" - Retina C‰m. 12MP + Selfie 7MP iOS 10 - iPhone ";Apple;128GB;iPhone 7 Plus;Prateado
 de R$ 4099,90   por R$ 2879,10 ’‘’_ vista (10% de desconto)      ou R$ 3199,00 em 10x de R$ 319,90 sem juros ;iPhone 7 Plus Apple 32GB Preto Matte 4G Tela 5.5Î_’_Îù - C’‘Î¢m. 12MP + Selfie 7MP iOS 11 Proc. Chip A10 - iPhone - Magazine Luiza;4099,9;2879,1;True;10% de desconto; 10x ;319,9;"iPhone 7 Plus32GB Preto Matte 4G Tela 5.5"" - C‰m. 12MP + Selfie 7MP iOS 11 Proc. Chip A10 - iPhone ";Apple;32GB;iPhone 7 Plus;Preto Matte
 de R$ 4499,90   por R$ 3239,10 ’‘’_ vista (10% de desconto)      ou R$ 3599,00 em 10x de R$ 359,90 sem juros ;iPhone 7 Plus Apple 128GB Preto Matte 4G Tela 5.5Î_’_Îù - C’‘Î¢m. 12MP + Selfie 7MP iOS 11 Proc. Chip A10 - iPhone - Magazine Luiza;4499,9;3239,1;True;10% de desconto; 10x ;359,9;"iPhone 7 Plus128GB Preto Matte 4G Tela 5.5"" - C‰m. 12MP + Selfie 7MP iOS 11 Proc. Chip A10 - iPhone ";Apple;128GB;iPhone 7 Plus;Preto Matte
